"SALESORDERID","CREATEDBY","CREATEDAT","CHANGEDBY","CHANGEDAT","FISCVARIANT","FISCALYEARPERIOD","NOTEID","PARTNERID","SALESORG","CURRENCY","GROSSAMOUNT","NETAMOUNT","TAXAMOUNT","LIFECYCLESTATUS","BILLINGSTATUS","DELIVERYSTATUS"
"0500002201","0000000026","2018-12-16","0000000026","2018-12-18","K4","2018012","","100000024","APJ","USD",179745.74,159774.00,19971.74,"","","C"
"0500002202","0000000024","2018-12-16","0000000024","2018-12-19","K4","2018012","","100000018","APJ","USD",5720.62,5085.00,635.62,"","","C"
"0500002203","0000000012","2018-12-17","0000000012","2018-12-19","K4","2018012","","100000031","AMER","USD",75003.74,66670.00,8333.74,"","","C"
"0500002204","0000000022","2018-12-17","0000000022","2018-12-20","K4","2018012","","100000037","EMEA","USD",83243.24,73994.00,9249.24,"","","X"
"0500002205","0000000004","2018-12-18","0000000004","2018-12-20","K4","2018012","","100000020","APJ","USD",145514.24,129346.00,16168.24,"","","C"
"0500002206","0000000024","2018-12-18","0000000024","2018-12-21","K4","2018012","","100000022","APJ","USD",448.87,399.00,49.87,"","","C"
"0500002207","0000000026","2018-12-18","0000000026","2018-12-21","K4","2018012","","100000015","APJ","USD",33295.49,29596.00,3699.49,"","","C"
"0500002208","0000000016","2018-12-19","0000000016","2018-12-20","K4","2018012","","100000008","EMEA","USD",246894.74,219462.00,27432.74,"","","C"
"0500002209","0000000026","2018-12-20","0000000026","2018-12-21","K4","2018012","","100000015","APJ","USD",119199.36,105955.00,13244.36,"","","C"
"0500002210","0000000022","2018-12-21","0000000022","2018-12-22","K4","2018012","","100000008","EMEA","USD",5110.87,4543.00,567.87,"","","C"
"0500002211","0000000015","2018-12-21","0000000015","2018-12-24","K4","2018012","","100000037","EMEA","USD",189622.11,168553.00,21069.11,"","","C"
"0500002212","0000000009","2018-12-22","0000000009","2018-12-25","K4","2018012","","100000003","AMER","USD",218327.60,194069.00,24258.60,"","","C"
"0500002213","0000000019","2018-12-22","0000000019","2018-12-23","K4","2018012","","100000012","EMEA","USD",114821.99,102064.00,12757.99,"","","C"
"0500002214","0000000018","2018-12-22","0000000018","2018-12-24","K4","2018012","","100000007","EMEA","USD",48582.00,43184.00,5398.00,"","","C"
"0500002215","0000000007","2018-12-22","0000000007","2018-12-25","K4","2018012","","100000003","AMER","USD",137676.37,122379.00,15297.37,"","","C"
"0500002216","0000000026","2018-12-23","0000000026","2018-12-25","K4","2018012","","100000015","APJ","USD",96308.98,85608.00,10700.98,"","","C"
"0500002217","0000000016","2018-12-24","0000000016","2018-12-27","K4","2018012","","100000025","EMEA","USD",61720.86,54863.00,6857.86,"","","C"
"0500002218","0000000003","2018-12-24","0000000003","2018-12-25","K4","2018012","","100000025","EMEA","USD",105489.00,93768.00,11721.00,"","","C"
"0500002219","0000000020","2018-12-25","0000000020","2018-12-27","K4","2018012","","100000006","EMEA","USD",61403.61,54581.00,6822.61,"","","C"
"0500002220","0000000015","2018-12-25","0000000015","2018-12-28","K4","2018012","","100000012","EMEA","USD",18986.62,16877.00,2109.62,"","","C"
"0500002221","0000000006","2018-12-25","0000000006","2018-12-28","K4","2018012","","100000009","EMEA","USD",37720.12,33529.00,4191.12,"","","C"
"0500002222","0000000006","2018-12-26","0000000006","2018-12-29","K4","2018012","","100000008","EMEA","USD",199795.48,177596.00,22199.48,"","","C"
"0500002223","0000000021","2018-12-27","0000000021","2018-12-30","K4","2018012","","100000036","EMEA","USD",109714.49,97524.00,12190.49,"","","C"
"0500002224","0000000026","2018-12-28","0000000026","2018-12-31","K4","2018012","","100000018","APJ","USD",121395.35,107907.00,13488.35,"","","C"
"0500002225","0000000026","2018-12-29","0000000026","2018-12-30","K4","2018012","","100000016","APJ","USD",16868.25,14994.00,1874.25,"","","C"
"0500002226","0000000025","2018-12-29","0000000025","2019-01-01","K4","2018012","","100000020","APJ","USD",98544.37,87595.00,10949.37,"","","C"
"0500002227","0000000017","2018-12-29","0000000017","2019-01-01","K4","2018012","","100000005","EMEA","USD",1350.00,1200.00,150.00,"","","C"
"0500002228","0000000015","2018-12-30","0000000015","2019-01-02","K4","2018012","","100000007","EMEA","USD",84576.36,75179.00,9397.36,"","","C"
"0500002229","0000000017","2018-12-31","0000000017","2019-01-02","K4","2018012","","100000027","EMEA","USD",40796.98,36264.00,4532.98,"","","C"
"0500002230","0000000011","2018-12-31","0000000011","2019-01-02","K4","2018012","","100000030","AMER","USD",57355.85,50983.00,6372.85,"","","C"
"0500002231","0000000015","2019-01-01","0000000015","2019-01-02","K4","2019001","","100000036","EMEA","USD",126539.98,112480.00,14059.98,"","","C"
"0500002232","0000000018","2019-01-02","0000000018","2019-01-05","K4","2019001","","100000009","EMEA","USD",22017.37,19571.00,2446.37,"","","C"
"0500002233","0000000006","2019-01-03","0000000006","2019-01-04","K4","2019001","","100000014","EMEA","USD",67921.86,60375.00,7546.86,"","","C"
"0500002234","0000000004","2019-01-03","0000000004","2019-01-04","K4","2019001","","100000016","APJ","USD",151685.99,134832.00,16853.99,"","","C"
"0500002235","0000000014","2019-01-04","0000000014","2019-01-06","K4","2019001","","100000000","AMER","USD",10125.00,9000.00,1125.00,"","","C"
"0500002236","0000000010","2019-01-05","0000000010","2019-01-07","K4","2019001","","100000032","AMER","USD",37393.87,33239.00,4154.87,"","","C"
"0500002237","0000000023","2019-01-05","0000000023","2019-01-06","K4","2019001","","100000014","EMEA","USD",45781.87,40695.00,5086.87,"","","C"
"0500002238","0000000016","2019-01-06","0000000016","2019-01-08","K4","2019001","","100000037","EMEA","USD",153314.98,136280.00,17034.98,"","","C"
"0500002239","0000000020","2019-01-07","0000000020","2019-01-10","K4","2019001","","100000027","EMEA","USD",76002.73,67558.00,8444.73,"","","C"
"0500002240","0000000004","2019-01-07","0000000004","2019-01-09","K4","2019001","","100000019","APJ","USD",25158.37,22363.00,2795.37,"","","C"
"0500002241","0000000016","2019-01-07","0000000016","2019-01-09","K4","2019001","","100000027","EMEA","USD",105149.24,93466.00,11683.24,"","","C"
"0500002242","0000000023","2019-01-08","0000000023","2019-01-10","K4","2019001","","100000009","EMEA","USD",135923.62,120821.00,15102.62,"","","C"
"0500002243","0000000023","2019-01-09","0000000023","2019-01-11","K4","2019001","","100000012","EMEA","USD",66704.60,59293.00,7411.60,"","","C"
"0500002244","0000000016","2019-01-09","0000000016","2019-01-12","K4","2019001","","100000035","EMEA","USD",22024.12,19577.00,2447.12,"","","C"
"0500002245","0000000004","2019-01-10","0000000004","2019-01-12","K4","2019001","","100000023","APJ","USD",76629.35,68115.00,8514.35,"","","C"
"0500002246","0000000003","2019-01-11","0000000003","2019-01-12","K4","2019001","","100000010","EMEA","USD",62917.87,55927.00,6990.87,"","","C"
"0500002247","0000000012","2019-01-12","0000000012","2019-01-15","K4","2019001","","100000032","AMER","USD",33784.86,30031.00,3753.86,"","","C"
"0500002248","0000000023","2019-01-12","0000000023","2019-01-15","K4","2019001","","100000039","EMEA","USD",113386.48,100788.00,12598.48,"","","C"
"0500002249","0000000004","2019-01-12","0000000004","2019-01-15","K4","2019001","","100000019","APJ","USD",54499.48,48444.00,6055.48,"","","C"
"0500002250","0000000024","2019-01-13","0000000024","2019-01-15","K4","2019001","","100000016","APJ","USD",183787.87,163367.00,20420.87,"","","C"
"0500002251","0000000011","2019-01-14","0000000011","2019-01-16","K4","2019001","","100000033","AMER","USD",109223.97,97088.00,12135.97,"","","C"
"0500002252","0000000021","2019-01-15","0000000021","2019-01-16","K4","2019001","","100000025","EMEA","USD",44443.12,39505.00,4938.12,"","","C"
"0500002253","0000000023","2019-01-16","0000000023","2019-01-18","K4","2019001","","100000025","EMEA","USD",62042.61,55149.00,6893.61,"","","C"
"0500002254","0000000014","2019-01-17","0000000014","2019-01-19","K4","2019001","","100000032","AMER","USD",122176.12,108601.00,13575.12,"","","C"
"0500002255","0000000022","2019-01-18","0000000022","2019-01-20","K4","2019001","","100000025","EMEA","USD",55447.87,49287.00,6160.87,"","","C"
"0500002256","0000000024","2019-01-18","0000000024","2019-01-19","K4","2019001","","100000023","APJ","USD",107651.23,95690.00,11961.23,"","","C"
"0500002257","0000000009","2019-01-19","0000000009","2019-01-20","K4","2019001","","100000030","AMER","USD",6961.50,6188.00,773.50,"","","C"
"0500002258","0000000014","2019-01-19","0000000014","2019-01-21","K4","2019001","","100000001","AMER","USD",119594.24,106306.00,13288.24,"","","C"
"0500002259","0000000004","2019-01-19","0000000004","2019-01-21","K4","2019001","","100000021","APJ","USD",146617.87,130327.00,16290.87,"","","C"
"0500002260","0000000025","2019-01-19","0000000025","2019-01-21","K4","2019001","","100000017","APJ","USD",131360.61,116765.00,14595.61,"","","C"
"0500002261","0000000003","2019-01-19","0000000003","2019-01-20","K4","2019001","","100000008","EMEA","USD",120835.11,107409.00,13426.11,"","","C"
"0500002262","0000000022","2019-01-19","0000000022","2019-01-22","K4","2019001","","100000038","EMEA","USD",133622.98,118776.00,14846.98,"","","C"
"0500002263","0000000021","2019-01-20","0000000021","2019-01-21","K4","2019001","","100000013","EMEA","USD",13742.99,12216.00,1526.99,"","","C"
"0500002264","0000000004","2019-01-21","0000000004","2019-01-24","K4","2019001","","100000020","APJ","USD",21912.74,19478.00,2434.74,"","","C"
"0500002265","0000000006","2019-01-22","0000000006","2019-01-25","K4","2019001","","100000029","EMEA","USD",3030.75,2694.00,336.75,"","","C"
"0500002266","0000000014","2019-01-22","0000000014","2019-01-24","K4","2019001","","100000003","AMER","USD",115217.99,102416.00,12801.99,"","","C"
"0500002267","0000000025","2019-01-23","0000000025","2019-01-24","K4","2019001","","100000022","APJ","USD",76969.11,68417.00,8552.11,"","","C"
"0500002268","0000000020","2019-01-24","0000000020","2019-01-26","K4","2019001","","100000008","EMEA","USD",49791.36,44259.00,5532.36,"","","C"
"0500002269","0000000025","2019-01-24","0000000025","2019-01-26","K4","2019001","","100000018","APJ","USD",131476.48,116868.00,14608.48,"","","C"
"0500002270","0000000024","2019-01-25","0000000024","2019-01-26","K4","2019001","","100000019","APJ","USD",182569.48,162284.00,20285.48,"","","C"
"0500002271","0000000009","2019-01-26","0000000009","2019-01-28","K4","2019001","","100000030","AMER","USD",107230.49,95316.00,11914.49,"","","C"
"0500002272","0000000014","2019-01-26","0000000014","2019-01-27","K4","2019001","","100000030","AMER","USD",111688.86,99279.00,12409.86,"","","C"
"0500002273","0000000027","2019-01-27","0000000027","2019-01-28","K4","2019001","","100000018","APJ","USD",155409.74,138142.00,17267.74,"","","C"
"0500002274","0000000012","2019-01-28","0000000012","2019-01-29","K4","2019001","","100000003","AMER","USD",50175.00,44600.00,5575.00,"","","C"
"0500002275","0000000011","2019-01-29","0000000011","2019-01-30","K4","2019001","","100000030","AMER","USD",88603.87,78759.00,9844.87,"","","C"
"0500002276","0000000014","2019-01-29","0000000014","2019-01-30","K4","2019001","","100000002","AMER","USD",99931.49,88828.00,11103.49,"","","P"
"0500002277","0000000006","2019-01-30","0000000006","2019-01-31","K4","2019001","","100000035","EMEA","USD",66920.61,59485.00,7435.61,"","","C"
"0500002278","0000000007","2019-01-31","0000000007","2019-02-01","K4","2019001","","100000032","AMER","USD",154648.11,137465.00,17183.11,"","","C"
"0500002279","0000000017","2019-01-31","0000000017","2019-02-01","K4","2019001","","100000035","EMEA","USD",90245.25,80218.00,10027.25,"","","C"
"0500002280","0000000013","2019-02-01","0000000013","2019-02-04","K4","2019002","","100000034","AMER","USD",42533.99,37808.00,4725.99,"","","C"
"0500002281","0000000007","2019-02-02","0000000007","2019-02-04","K4","2019002","","100000003","AMER","USD",101000.24,89778.00,11222.24,"","","C"
"0500002282","0000000022","2019-02-03","0000000022","2019-02-05","K4","2019002","","100000012","EMEA","USD",85145.62,75685.00,9460.62,"","","C"
"0500002283","0000000019","2019-02-04","0000000019","2019-02-05","K4","2019002","","100000037","EMEA","USD",9022.49,8020.00,1002.49,"","","C"
"0500002284","0000000011","2019-02-04","0000000011","2019-02-07","K4","2019002","","100000003","AMER","USD",84704.62,75293.00,9411.62,"","","C"
"0500002285","0000000026","2019-02-05","0000000026","2019-02-07","K4","2019002","","100000020","APJ","USD",56742.73,50438.00,6304.73,"","","C"
"0500002286","0000000009","2019-02-06","0000000009","2019-02-08","K4","2019002","","100000002","AMER","USD",49267.12,43793.00,5474.12,"","","C"
"0500002287","0000000023","2019-02-07","0000000023","2019-02-09","K4","2019002","","100000026","EMEA","USD",50915.24,45258.00,5657.24,"","","C"
"0500002288","0000000020","2019-02-08","0000000020","2019-02-11","K4","2019002","","100000005","EMEA","USD",30937.50,27500.00,3437.50,"","","C"
"0500002289","0000000022","2019-02-08","0000000022","2019-02-11","K4","2019002","","100000006","EMEA","USD",16200.00,14400.00,1800.00,"","","C"
"0500002290","0000000009","2019-02-09","0000000009","2019-02-10","K4","2019002","","100000033","AMER","USD",55887.74,49678.00,6209.74,"","","C"
"0500002291","0000000019","2019-02-10","0000000019","2019-02-13","K4","2019002","","100000037","EMEA","USD",157140.00,139680.00,17460.00,"","","C"
"0500002292","0000000003","2019-02-11","0000000003","2019-02-14","K4","2019002","","100000008","EMEA","USD",17482.49,15540.00,1942.49,"","","C"
"0500002293","0000000003","2019-02-11","0000000003","2019-02-14","K4","2019002","","100000010","EMEA","USD",36537.75,32478.00,4059.75,"","","P"
"0500002294","0000000007","2019-02-12","0000000007","2019-02-13","K4","2019002","","100000030","AMER","USD",20236.50,17988.00,2248.50,"","","C"
"0500002295","0000000018","2019-02-13","0000000018","2019-02-16","K4","2019002","","100000029","EMEA","USD",6750.00,6000.00,750.00,"","","C"
"0500002296","0000000022","2019-02-14","0000000022","2019-02-15","K4","2019002","","100000039","EMEA","USD",32503.49,28892.00,3611.49,"","","C"
"0500002297","0000000022","2019-02-14","0000000022","2019-02-16","K4","2019002","","100000006","EMEA","USD",75014.99,66680.00,8334.99,"","","C"
"0500002298","0000000003","2019-02-14","0000000003","2019-02-16","K4","2019002","","100000038","EMEA","USD",25007.62,22229.00,2778.62,"","","C"
"0500002299","0000000021","2019-02-14","0000000021","2019-02-17","K4","2019002","","100000005","EMEA","USD",61053.74,54270.00,6783.74,"","","C"
"0500002300","0000000006","2019-02-15","0000000006","2019-02-18","K4","2019002","","100000007","EMEA","USD",190108.11,168985.00,21123.11,"","","C"
"0500002301","0000000014","2019-02-15","0000000014","2019-02-18","K4","2019002","","100000003","AMER","USD",13491.00,11992.00,1499.00,"","","C"
"0500002302","0000000027","2019-02-16","0000000027","2019-02-18","K4","2019002","","100000015","APJ","USD",97403.62,86581.00,10822.62,"","","C"
"0500002303","0000000006","2019-02-16","0000000006","2019-02-17","K4","2019002","","100000008","EMEA","USD",5425.87,4823.00,602.87,"","","C"
"0500002304","0000000006","2019-02-17","0000000006","2019-02-19","K4","2019002","","100000038","EMEA","USD",123050.24,109378.00,13672.24,"","","C"
"0500002305","0000000024","2019-02-17","0000000024","2019-02-19","K4","2019002","","100000019","APJ","USD",34023.37,30243.00,3780.37,"","","C"
"0500002306","0000000017","2019-02-18","0000000017","2019-02-21","K4","2019002","","100000029","EMEA","USD",128762.98,114456.00,14306.98,"","","C"
"0500002307","0000000013","2019-02-19","0000000013","2019-02-21","K4","2019002","","100000004","AMER","USD",88687.11,78833.00,9854.11,"","","C"
"0500002308","0000000026","2019-02-20","0000000026","2019-02-22","K4","2019002","","100000022","APJ","USD",79887.36,71011.00,8876.36,"","","C"
"0500002309","0000000016","2019-02-20","0000000016","2019-02-23","K4","2019002","","100000010","EMEA","USD",73779.74,65582.00,8197.74,"","","C"
"0500002310","0000000015","2019-02-20","0000000015","2019-02-21","K4","2019002","","100000012","EMEA","USD",76515.75,68014.00,8501.75,"","","C"
"0500002311","0000000016","2019-02-21","0000000016","2019-02-22","K4","2019002","","100000013","EMEA","USD",46348.86,41199.00,5149.86,"","","C"
"0500002312","0000000010","2019-02-21","0000000010","2019-02-22","K4","2019002","","100000030","AMER","USD",32104.12,28537.00,3567.12,"","","C"
"0500002313","0000000021","2019-02-22","0000000021","2019-02-25","K4","2019002","","100000027","EMEA","USD",206611.86,183655.00,22956.86,"","","C"
"0500002314","0000000026","2019-02-23","0000000026","2019-02-24","K4","2019002","","100000017","APJ","USD",38120.62,33885.00,4235.62,"","","C"
